[registry] ✓ pi_release — PI Release 实验
[registry] ✓ recall_rating — n-back × 类别切换 + Rating
模块: n-back × 类别切换 + Rating (recall_rating)
模型: deepseek-chat
条件数: 36

  [1540/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [1541/1800] TC: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.909
  [1542/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.455
  [1543/1800] TC: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.364
  [1544/1800] TC: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.545
  [1545/1800] TC: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.818 acc_second_half=1.000
  [1546/1800] TC: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.545
  [1547/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1548/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1549/1800] TC: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1550/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1551/1800] TC: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [1552/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1553/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1554/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1555/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1556/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1557/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1558/1800] TC: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1559/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1560/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1561/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1562/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1563/1800] TC: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1564/1800] TC: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [1565/1800] TC: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [1566/1800] TC: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1567/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1568/1800] TC: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1569/1800] TC: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1570/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1571/1800] TC: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1572/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1573/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1574/1800] TC: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1575/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1576/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1577/1800] TC: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [1578/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1579/1800] TC: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [1580/1800] TC: d_prime=-0.109 hit_rate=0.250 false_alarm=0.286 acc_first_half=0.545 acc_second_half=0
  [1581/1800] TC: d_prime=-2.023 hit_rate=0.000 false_alarm=0.143 acc_first_half=0.545 acc_second_half=0
  [1582/1800] TC: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1583/1800] TC: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1584/1800] TC: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1585/1800] TC: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1586/1800] TC: d_prime=0.473 hit_rate=0.375 false_alarm=0.214 acc_first_half=0.636 acc_second_half=0
  [1587/1800] TC: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1588/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1589/1800] TC: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1590/1800] TC: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [1591/1800] TC: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [1592/1800] TC: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1593/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1594/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1595/1800] TC: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.773 acc_second_half=0
  [1596/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1597/1800] TC: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [1598/1800] TC: d_prime=0.791 hit_rate=0.500 false_alarm=0.214 acc_first_half=0.682 acc_second_half=0
  [1599/1800] TC: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1600/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1601/1800] TC: lag1_corr=0.012 assimilation_score=0.012 direction_tag=0.000 doG_A=-0.107 doG_half_amp=-99.179
  [1602/1800] TC: lag1_corr=-0.088 assimilation_score=-0.088 direction_tag=-1.000 doG_A=-0.088 doG_half_amp=-103.447
  [1603/1800] TC: lag1_corr=-0.613 assimilation_score=-0.613 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-99.001
  [1604/1800] TC: lag1_corr=-0.225 assimilation_score=-0.225 direction_tag=-1.000 doG_A=-0.112 doG_half_amp=-100.879
  [1605/1800] TC: lag1_corr=-0.210 assimilation_score=-0.210 direction_tag=-1.000 doG_A=-0.106 doG_half_amp=-96.441
  [1606/1800] TC: lag1_corr=-0.311 assimilation_score=-0.311 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-101.253
  [1607/1800] TC: lag1_corr=-0.029 assimilation_score=-0.029 direction_tag=0.000 doG_A=-0.107 doG_half_amp=-101.636
  [1608/1800] TC: lag1_corr=-0.214 assimilation_score=-0.214 direction_tag=-1.000 doG_A=-0.124 doG_half_amp=-107.790
  [1609/1800] TC: lag1_corr=-0.163 assimilation_score=-0.163 direction_tag=-1.000 doG_A=-0.083 doG_half_amp=-119.273
  [1610/1800] TC: lag1_corr=-0.056 assimilation_score=-0.056 direction_tag=-1.000 doG_A=-0.116 doG_half_amp=-104.857
  [1611/1800] TC: lag1_corr=-0.101 assimilation_score=-0.101 direction_tag=-1.000 doG_A=-0.101 doG_half_amp=-102.962
  [1612/1800] TC: lag1_corr=-0.028 assimilation_score=-0.028 direction_tag=0.000 doG_A=-0.099 doG_half_amp=-100.904
  [1613/1800] TC: lag1_corr=-0.118 assimilation_score=-0.118 direction_tag=-1.000 doG_A=-0.119 doG_half_amp=-104.329
  [1614/1800] TC: lag1_corr=0.023 assimilation_score=0.023 direction_tag=0.000 doG_A=-0.104 doG_half_amp=-98.013
  [1615/1800] TC: lag1_corr=-0.159 assimilation_score=-0.159 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-100.141
  [1616/1800] TC: lag1_corr=-0.270 assimilation_score=-0.270 direction_tag=-1.000 doG_A=-0.109 doG_half_amp=-101.241
  [1617/1800] TC: lag1_corr=-0.756 assimilation_score=-0.756 direction_tag=-1.000 doG_A=-0.134 doG_half_amp=-115.319
  [1618/1800] TC: lag1_corr=-0.248 assimilation_score=-0.248 direction_tag=-1.000 doG_A=-0.128 doG_half_amp=-110.531
  [1619/1800] TC: lag1_corr=-0.461 assimilation_score=-0.461 direction_tag=-1.000 doG_A=-0.114 doG_half_amp=-103.782
  [1620/1800] TC: lag1_corr=-0.289 assimilation_score=-0.289 direction_tag=-1.000 doG_A=-0.098 doG_half_amp=-97.817
  [1621/1800] TC: lag1_corr=-0.602 assimilation_score=-0.602 direction_tag=-1.000 doG_A=-0.155 doG_half_amp=-132.568
  [1622/1800] TC: lag1_corr=0.148 assimilation_score=0.148 direction_tag=1.000 doG_A=-0.082 doG_half_amp=-121.486
  [1623/1800] TC: lag1_corr=-0.100 assimilation_score=-0.100 direction_tag=-1.000 doG_A=-0.110 doG_half_amp=-101.548
  [1624/1800] TC: lag1_corr=-0.418 assimilation_score=-0.418 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-100.735
  [1625/1800] TC: lag1_corr=-0.349 assimilation_score=-0.349 direction_tag=-1.000 doG_A=-0.095 doG_half_amp=-98.699
  [1626/1800] TC: lag1_corr=0.070 assimilation_score=0.070 direction_tag=1.000 doG_A=-0.098 doG_half_amp=-97.872
  [1627/1800] TC: lag1_corr=-0.463 assimilation_score=-0.463 direction_tag=-1.000 doG_A=-0.112 doG_half_amp=-101.899
  [1628/1800] TC: lag1_corr=0.060 assimilation_score=0.060 direction_tag=1.000 doG_A=-0.117 doG_half_amp=-109.048
  [1629/1800] TC: lag1_corr=-0.708 assimilation_score=-0.708 direction_tag=-1.000 doG_A=-0.134 doG_half_amp=-115.759
  [1630/1800] TC: lag1_corr=0.081 assimilation_score=0.081 direction_tag=1.000 doG_A=-0.083 doG_half_amp=-116.643
  [1631/1800] TC: lag1_corr=-0.688 assimilation_score=-0.688 direction_tag=-1.000 doG_A=-0.118 doG_half_amp=-106.160
  [1632/1800] TC: lag1_corr=-0.501 assimilation_score=-0.501 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-109.832
  [1633/1800] TC: lag1_corr=-0.528 assimilation_score=-0.528 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-101.718
  [1634/1800] TC: lag1_corr=0.161 assimilation_score=0.161 direction_tag=1.000 doG_A=-0.106 doG_half_amp=-98.672
  [1635/1800] TC: lag1_corr=-0.235 assimilation_score=-0.235 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-98.295
  [1636/1800] TC: lag1_corr=-0.006 assimilation_score=-0.006 direction_tag=0.000 doG_A=-0.106 doG_half_amp=-98.665
  [1637/1800] TC: lag1_corr=-0.464 assimilation_score=-0.464 direction_tag=-1.000 doG_A=-0.122 doG_half_amp=-112.022
  [1638/1800] TC: lag1_corr=0.038 assimilation_score=0.038 direction_tag=0.000 doG_A=-0.093 doG_half_amp=-98.364
  [1639/1800] TC: lag1_corr=-0.186 assimilation_score=-0.186 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-103.644
  [1640/1800] TC: lag1_corr=-0.044 assimilation_score=-0.044 direction_tag=0.000 doG_A=-0.081 doG_half_amp=-91.092
  [1641/1800] TC: lag1_corr=-0.403 assimilation_score=-0.403 direction_tag=-1.000 doG_A=-0.110 doG_half_amp=-110.142
  [1642/1800] TC: lag1_corr=-0.303 assimilation_score=-0.303 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-100.286
  [1643/1800] TC: lag1_corr=-0.501 assimilation_score=-0.501 direction_tag=-1.000 doG_A=-0.113 doG_half_amp=-103.884
  [1644/1800] TC: lag1_corr=-0.331 assimilation_score=-0.331 direction_tag=-1.000 doG_A=-0.113 doG_half_amp=-103.090
  [1645/1800] TC: lag1_corr=-0.146 assimilation_score=-0.146 direction_tag=-1.000 doG_A=-0.100 doG_half_amp=-98.051
  [1646/1800] TC: lag1_corr=-0.215 assimilation_score=-0.215 direction_tag=-1.000 doG_A=-0.104 doG_half_amp=-98.966
  [1647/1800] TC: lag1_corr=-0.336 assimilation_score=-0.336 direction_tag=-1.000 doG_A=-0.120 doG_half_amp=-106.589
  [1648/1800] TC: lag1_corr=-0.115 assimilation_score=-0.115 direction_tag=-1.000 doG_A=-0.107 doG_half_amp=-110.631
  [1649/1800] TC: lag1_corr=-0.225 assimilation_score=-0.225 direction_tag=-1.000 doG_A=-0.111 doG_half_amp=-106.388
  [1650/1800] TC: lag1_corr=-0.258 assimilation_score=-0.258 direction_tag=-1.000 doG_A=-0.115 doG_half_amp=-108.901
  [1651/1800] WN: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.455
  [1652/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1653/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1654/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.727
  [1655/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1656/1800] WN: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.545
  [1657/1800] WN: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1658/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.545
  [1659/1800] WN: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1660/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1661/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1662/1800] WN: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.636
  [1663/1800] WN: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.545
  [1664/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.818
  [1665/1800] WN: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.909
  [1666/1800] WN: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.636
  [1667/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.545
  [1668/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1669/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.636
  [1670/1800] WN: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.727
  [1671/1800] WN: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1672/1800] WN: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.818
  [1673/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1674/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1675/1800] WN: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.545
  [1676/1800] WN: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1677/1800] WN: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.364
  [1678/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1679/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.636
  [1680/1800] WN: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.909 acc_second_half=0.455
  [1681/1800] WN: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1682/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1683/1800] WN: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.636
  [1684/1800] WN: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [1685/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.636
  [1686/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.545 acc_second_half=0.727
  [1687/1800] WN: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.545
  [1688/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1689/1800] WN: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [1690/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1691/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1692/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.636
  [1693/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1694/1800] WN: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.818
  [1695/1800] WN: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.545
  [1696/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.636
  [1697/1800] WN: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.545 acc_second_half=0.636
  [1698/1800] WN: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.818
  [1699/1800] WN: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.545
  [1700/1800] WN: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.727
  [1701/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1702/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1703/1800] WN: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.591 acc_second_half=0
  [1704/1800] WN: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1705/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1706/1800] WN: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [1707/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1708/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1709/1800] WN: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1710/1800] WN: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1711/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [1712/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1713/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1714/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1715/1800] WN: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1716/1800] WN: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1717/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1718/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1719/1800] WN: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1720/1800] WN: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1721/1800] WN: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.864 acc_second_half=0
  [1722/1800] WN: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1723/1800] WN: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1724/1800] WN: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0
  [1725/1800] WN: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1726/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [1727/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [1728/1800] WN: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [1729/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [1730/1800] WN: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [1731/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1732/1800] WN: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1733/1800] WN: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1734/1800] WN: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1735/1800] WN: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1736/1800] WN: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1737/1800] WN: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
