[registry] ✓ pi_release — PI Release 实验
[registry] ✓ recall_rating — n-back × 类别切换 + Rating
模块: n-back × 类别切换 + Rating (recall_rating)
模型: deepseek-chat
条件数: 36

  [1327/1800] SD_A: lag1_corr=-0.155 assimilation_score=-0.155 direction_tag=-1.000 doG_A=-0.177 doG_half_amp=-145.897
  [1328/1800] SD_A: lag1_corr=0.238 assimilation_score=0.238 direction_tag=1.000 doG_A=-0.109 doG_half_amp=-104.485
  [1329/1800] SD_A: lag1_corr=-0.326 assimilation_score=-0.326 direction_tag=-1.000 doG_A=-0.144 doG_half_amp=-124.980
  [1330/1800] SD_A: lag1_corr=-0.091 assimilation_score=-0.091 direction_tag=-1.000 doG_A=-0.128 doG_half_amp=-116.386
  [1331/1800] SD_A: lag1_corr=0.156 assimilation_score=0.156 direction_tag=1.000 doG_A=-0.140 doG_half_amp=-123.288
  [1332/1800] SD_A: lag1_corr=-0.039 assimilation_score=-0.039 direction_tag=0.000 doG_A=-0.139 doG_half_amp=-123.508
  [1333/1800] SD_A: lag1_corr=-0.170 assimilation_score=-0.170 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-118.213
  [1334/1800] SD_A: lag1_corr=0.152 assimilation_score=0.152 direction_tag=1.000 doG_A=-0.096 doG_half_amp=-96.766
  [1335/1800] SD_A: lag1_corr=0.163 assimilation_score=0.163 direction_tag=1.000 doG_A=-0.102 doG_half_amp=-99.544
  [1336/1800] SD_A: lag1_corr=-0.362 assimilation_score=-0.362 direction_tag=-1.000 doG_A=-0.151 doG_half_amp=-128.161
  [1337/1800] SD_A: lag1_corr=-0.159 assimilation_score=-0.159 direction_tag=-1.000 doG_A=-0.127 doG_half_amp=-116.978
  [1338/1800] SD_A: lag1_corr=0.057 assimilation_score=0.057 direction_tag=1.000 doG_A=-0.096 doG_half_amp=-97.034
  [1339/1800] SD_A: lag1_corr=0.034 assimilation_score=0.034 direction_tag=0.000 doG_A=-0.129 doG_half_amp=-115.664
  [1340/1800] SD_A: lag1_corr=-0.339 assimilation_score=-0.339 direction_tag=-1.000 doG_A=-0.099 doG_half_amp=-98.432
  [1341/1800] SD_A: lag1_corr=-0.105 assimilation_score=-0.105 direction_tag=-1.000 doG_A=-0.118 doG_half_amp=-109.741
  [1342/1800] SD_A: lag1_corr=-0.474 assimilation_score=-0.474 direction_tag=-1.000 doG_A=-0.141 doG_half_amp=-119.891
  [1343/1800] SD_A: lag1_corr=-0.451 assimilation_score=-0.451 direction_tag=-1.000 doG_A=-0.114 doG_half_amp=-107.772
  [1344/1800] SD_A: lag1_corr=-0.089 assimilation_score=-0.089 direction_tag=-1.000 doG_A=-0.183 doG_half_amp=-154.236
  [1345/1800] SD_A: lag1_corr=-0.750 assimilation_score=-0.750 direction_tag=-1.000 doG_A=-0.126 doG_half_amp=-115.267
  [1346/1800] SD_A: lag1_corr=0.140 assimilation_score=0.140 direction_tag=1.000 doG_A=-0.071 doG_half_amp=-81.414
  [1347/1800] SD_A: lag1_corr=0.144 assimilation_score=0.144 direction_tag=1.000 doG_A=-0.124 doG_half_amp=-114.079
  [1348/1800] SD_A: lag1_corr=-0.487 assimilation_score=-0.487 direction_tag=-1.000 doG_A=-0.100 doG_half_amp=-99.718
  [1349/1800] SD_A: lag1_corr=-0.242 assimilation_score=-0.242 direction_tag=-1.000 doG_A=-0.126 doG_half_amp=-116.717
  [1350/1800] SD_A: lag1_corr=-0.106 assimilation_score=-0.106 direction_tag=-1.000 doG_A=-0.116 doG_half_amp=-108.339
  [1351/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.818
  [1352/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1353/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.727
  [1354/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1355/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.545
  [1356/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.545
  [1357/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.636
  [1358/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1359/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1360/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1361/1800] SD_P: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [1362/1800] SD_P: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.455
  [1363/1800] SD_P: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.818
  [1364/1800] SD_P: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.545
  [1365/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.545
  [1366/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.727
  [1367/1800] SD_P: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=1.000
  [1368/1800] SD_P: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.818
  [1369/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1370/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1371/1800] SD_P: d_prime=0.393 hit_rate=0.250 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.545
  [1372/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1373/1800] SD_P: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.636
  [1374/1800] SD_P: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.545
  [1375/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1376/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.818
  [1377/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1378/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1379/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.545
  [1380/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1381/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1382/1800] SD_P: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.818
  [1383/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.818
  [1384/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1385/1800] SD_P: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.636
  [1386/1800] SD_P: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [1387/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.818
  [1388/1800] SD_P: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.545
  [1389/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.818
  [1390/1800] SD_P: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.636
  [1391/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.909
  [1392/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.545
  [1393/1800] SD_P: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.818
  [1394/1800] SD_P: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.636
  [1395/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.545 acc_second_half=0.727
  [1396/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.545
  [1397/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1398/1800] SD_P: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.636
  [1399/1800] SD_P: d_prime=-0.083 hit_rate=0.125 false_alarm=0.143 acc_first_half=0.545 acc_second_half=0.636
  [1400/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.727
  [1401/1800] SD_P: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1402/1800] SD_P: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.955 acc_second_half=0
  [1403/1800] SD_P: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1404/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1405/1800] SD_P: d_prime=2.616 hit_rate=0.875 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0
  [1406/1800] SD_P: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [1407/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1408/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1409/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1410/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1411/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1412/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1413/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1414/1800] SD_P: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1415/1800] SD_P: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0
  [1416/1800] SD_P: d_prime=-0.359 hit_rate=0.125 false_alarm=0.214 acc_first_half=0.545 acc_second_half=0
  [1417/1800] SD_P: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1418/1800] SD_P: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.773 acc_second_half=0
  [1419/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1420/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1421/1800] SD_P: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0
  [1422/1800] SD_P: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0
  [1423/1800] SD_P: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1424/1800] SD_P: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.682 acc_second_half=0
  [1425/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1426/1800] SD_P: d_prime=-1.625 hit_rate=0.000 false_alarm=0.071 acc_first_half=0.591 acc_second_half=0
  [1427/1800] SD_P: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1428/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1429/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1430/1800] SD_P: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0
  [1431/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1432/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1433/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1434/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1435/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1436/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1437/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1438/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1439/1800] SD_P: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1440/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1441/1800] SD_P: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0
  [1442/1800] SD_P: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.864 acc_second_half=0
  [1443/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1444/1800] SD_P: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.682 acc_second_half=0
  [1445/1800] SD_P: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0
  [1446/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1447/1800] SD_P: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0
  [1448/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1449/1800] SD_P: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0
  [1450/1800] SD_P: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.773 acc_second_half=0
  [1451/1800] SD_P: lag1_corr=-0.228 assimilation_score=-0.228 direction_tag=-1.000 doG_A=-0.154 doG_half_amp=-131.748
  [1452/1800] SD_P: lag1_corr=-0.771 assimilation_score=-0.771 direction_tag=-1.000 doG_A=-0.181 doG_half_amp=-151.192
  [1453/1800] SD_P: lag1_corr=-0.704 assimilation_score=-0.704 direction_tag=-1.000 doG_A=-0.141 doG_half_amp=-125.447
  [1454/1800] SD_P: lag1_corr=-0.395 assimilation_score=-0.395 direction_tag=-1.000 doG_A=-0.128 doG_half_amp=-114.553
  [1455/1800] SD_P: lag1_corr=-0.449 assimilation_score=-0.449 direction_tag=-1.000 doG_A=-0.210 doG_half_amp=-173.247
  [1456/1800] SD_P: lag1_corr=-0.802 assimilation_score=-0.802 direction_tag=-1.000 doG_A=-0.119 doG_half_amp=-103.877
  [1457/1800] SD_P: lag1_corr=-0.742 assimilation_score=-0.742 direction_tag=-1.000 doG_A=-0.136 doG_half_amp=-122.449
  [1458/1800] SD_P: lag1_corr=-0.406 assimilation_score=-0.406 direction_tag=-1.000 doG_A=-0.155 doG_half_amp=-135.423
  [1459/1800] SD_P: lag1_corr=-0.277 assimilation_score=-0.277 direction_tag=-1.000 doG_A=-0.122 doG_half_amp=-114.168
  [1460/1800] SD_P: lag1_corr=-0.067 assimilation_score=-0.067 direction_tag=-1.000 doG_A=-0.083 doG_half_amp=-88.110
  [1461/1800] SD_P: lag1_corr=-0.657 assimilation_score=-0.657 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-117.515
  [1462/1800] SD_P: lag1_corr=-0.242 assimilation_score=-0.242 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-117.421
  [1463/1800] SD_P: lag1_corr=-0.305 assimilation_score=-0.305 direction_tag=-1.000 doG_A=-0.171 doG_half_amp=-145.547
  [1464/1800] SD_P: lag1_corr=-0.522 assimilation_score=-0.522 direction_tag=-1.000 doG_A=-0.138 doG_half_amp=-120.378
  [1465/1800] SD_P: lag1_corr=-0.187 assimilation_score=-0.187 direction_tag=-1.000 doG_A=-0.126 doG_half_amp=-115.607
  [1466/1800] SD_P: lag1_corr=-0.587 assimilation_score=-0.587 direction_tag=-1.000 doG_A=-0.140 doG_half_amp=-123.471
  [1467/1800] SD_P: lag1_corr=-0.434 assimilation_score=-0.434 direction_tag=-1.000 doG_A=-0.169 doG_half_amp=-141.456
  [1468/1800] SD_P: lag1_corr=-0.857 assimilation_score=-0.857 direction_tag=-1.000 doG_A=-0.129 doG_half_amp=-117.637
  [1469/1800] SD_P: lag1_corr=-0.358 assimilation_score=-0.358 direction_tag=-1.000 doG_A=-0.115 doG_half_amp=-105.720
  [1470/1800] SD_P: lag1_corr=0.155 assimilation_score=0.155 direction_tag=1.000 doG_A=-0.131 doG_half_amp=-117.587
  [1471/1800] SD_P: lag1_corr=-0.674 assimilation_score=-0.674 direction_tag=-1.000 doG_A=-0.137 doG_half_amp=-121.682
  [1472/1800] SD_P: lag1_corr=-0.181 assimilation_score=-0.181 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-101.553
  [1473/1800] SD_P: lag1_corr=-0.627 assimilation_score=-0.627 direction_tag=-1.000 doG_A=-0.130 doG_half_amp=-120.225
  [1474/1800] SD_P: lag1_corr=-0.317 assimilation_score=-0.317 direction_tag=-1.000 doG_A=-0.108 doG_half_amp=-104.724
  [1475/1800] SD_P: lag1_corr=-0.826 assimilation_score=-0.826 direction_tag=-1.000 doG_A=-0.169 doG_half_amp=-146.758
  [1476/1800] SD_P: lag1_corr=-0.145 assimilation_score=-0.145 direction_tag=-1.000 doG_A=-0.139 doG_half_amp=-122.697
  [1477/1800] SD_P: lag1_corr=-0.099 assimilation_score=-0.099 direction_tag=-1.000 doG_A=-0.094 doG_half_amp=-95.246
  [1478/1800] SD_P: lag1_corr=-0.602 assimilation_score=-0.602 direction_tag=-1.000 doG_A=-0.125 doG_half_amp=-112.059
  [1479/1800] SD_P: lag1_corr=0.078 assimilation_score=0.078 direction_tag=1.000 doG_A=-0.126 doG_half_amp=-111.630
  [1480/1800] SD_P: lag1_corr=-0.559 assimilation_score=-0.559 direction_tag=-1.000 doG_A=-0.121 doG_half_amp=-111.518
  [1481/1800] SD_P: lag1_corr=-0.216 assimilation_score=-0.216 direction_tag=-1.000 doG_A=-0.123 doG_half_amp=-114.024
  [1482/1800] SD_P: lag1_corr=-0.670 assimilation_score=-0.670 direction_tag=-1.000 doG_A=-0.138 doG_half_amp=-121.697
  [1483/1800] SD_P: lag1_corr=-0.501 assimilation_score=-0.501 direction_tag=-1.000 doG_A=-0.140 doG_half_amp=-126.088
  [1484/1800] SD_P: lag1_corr=-0.480 assimilation_score=-0.480 direction_tag=-1.000 doG_A=-0.134 doG_half_amp=-115.127
  [1485/1800] SD_P: lag1_corr=-0.386 assimilation_score=-0.386 direction_tag=-1.000 doG_A=-0.180 doG_half_amp=-150.558
  [1486/1800] SD_P: lag1_corr=-0.764 assimilation_score=-0.764 direction_tag=-1.000 doG_A=-0.157 doG_half_amp=-137.794
  [1487/1800] SD_P: lag1_corr=-0.163 assimilation_score=-0.163 direction_tag=-1.000 doG_A=-0.124 doG_half_amp=-113.020
  [1488/1800] SD_P: lag1_corr=-0.402 assimilation_score=-0.402 direction_tag=-1.000 doG_A=-0.150 doG_half_amp=-131.453
  [1489/1800] SD_P: lag1_corr=-0.308 assimilation_score=-0.308 direction_tag=-1.000 doG_A=-0.138 doG_half_amp=-121.022
  [1490/1800] SD_P: lag1_corr=-0.573 assimilation_score=-0.573 direction_tag=-1.000 doG_A=-0.103 doG_half_amp=-101.055
  [1491/1800] SD_P: lag1_corr=-0.474 assimilation_score=-0.474 direction_tag=-1.000 doG_A=-0.140 doG_half_amp=-124.626
  [1492/1800] SD_P: lag1_corr=-0.467 assimilation_score=-0.467 direction_tag=-1.000 doG_A=-0.136 doG_half_amp=-116.705
  [1493/1800] SD_P: lag1_corr=-0.162 assimilation_score=-0.162 direction_tag=-1.000 doG_A=-0.130 doG_half_amp=-118.385
  [1494/1800] SD_P: lag1_corr=-0.480 assimilation_score=-0.480 direction_tag=-1.000 doG_A=-0.131 doG_half_amp=-116.792
  [1495/1800] SD_P: lag1_corr=-0.420 assimilation_score=-0.420 direction_tag=-1.000 doG_A=-0.159 doG_half_amp=-135.937
  [1496/1800] SD_P: lag1_corr=-0.527 assimilation_score=-0.527 direction_tag=-1.000 doG_A=-0.135 doG_half_amp=-120.783
  [1497/1800] SD_P: lag1_corr=-0.546 assimilation_score=-0.546 direction_tag=-1.000 doG_A=-0.116 doG_half_amp=-106.399
  [1498/1800] SD_P: lag1_corr=0.083 assimilation_score=0.083 direction_tag=1.000 doG_A=-0.111 doG_half_amp=-105.715
  [1499/1800] SD_P: lag1_corr=-0.280 assimilation_score=-0.280 direction_tag=-1.000 doG_A=-0.105 doG_half_amp=-100.219
  [1500/1800] SD_P: lag1_corr=-0.533 assimilation_score=-0.533 direction_tag=-1.000 doG_A=-0.125 doG_half_amp=-113.587
  [1501/1800] TC: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.727
  [1502/1800] TC: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [1503/1800] TC: d_prime=2.140 hit_rate=0.750 false_alarm=0.071 acc_first_half=1.000 acc_second_half=0.727
  [1504/1800] TC: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1505/1800] TC: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.909 acc_second_half=0.636
  [1506/1800] TC: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [1507/1800] TC: d_prime=3 hit_rate=1.000 false_alarm=0.000 acc_first_half=1.000 acc_second_half=1.000
  [1508/1800] TC: d_prime=3 hit_rate=0.500 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.727
  [1509/1800] TC: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.636
  [1510/1800] TC: d_prime=0.749 hit_rate=0.375 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.636
  [1511/1800] TC: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.455
  [1512/1800] TC: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.818
  [1513/1800] TC: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.818
  [1514/1800] TC: d_prime=-2.525 hit_rate=0.000 false_alarm=0.286 acc_first_half=0.545 acc_second_half=0.364
  [1515/1800] TC: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=0.909 acc_second_half=1.000
  [1516/1800] TC: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1517/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1518/1800] TC: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.909
  [1519/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1520/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1521/1800] TC: d_prime=1.784 hit_rate=0.625 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.818
  [1522/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.727 acc_second_half=0.636
  [1523/1800] TC: d_prime=1.940 hit_rate=0.125 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.455
  [1524/1800] TC: d_prime=0.791 hit_rate=0.250 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.545
  [1525/1800] TC: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1526/1800] TC: d_prime=3 hit_rate=0.875 false_alarm=0.000 acc_first_half=1.000 acc_second_half=0.909
  [1527/1800] TC: d_prime=2.416 hit_rate=0.250 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.636
  [1528/1800] TC: d_prime=1.386 hit_rate=0.625 false_alarm=0.143 acc_first_half=0.909 acc_second_half=0.636
  [1529/1800] TC: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.636 acc_second_half=0.636
  [1530/1800] TC: d_prime=2.772 hit_rate=0.375 false_alarm=0.000 acc_first_half=0.818 acc_second_half=0.727
  [1531/1800] TC: d_prime=1.147 hit_rate=0.375 false_alarm=0.071 acc_first_half=0.636 acc_second_half=0.818
  [1532/1800] TC: d_prime=0.315 hit_rate=0.125 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.545
  [1533/1800] TC: d_prime=3 hit_rate=0.750 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.909
  [1534/1800] TC: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.727 acc_second_half=0.818
  [1535/1800] TC: d_prime=3 hit_rate=0.625 false_alarm=0.000 acc_first_half=0.909 acc_second_half=0.818
  [1536/1800] TC: d_prime=1.466 hit_rate=0.500 false_alarm=0.071 acc_first_half=0.818 acc_second_half=0.727
  [1537/1800] TC: d_prime=0.000 hit_rate=0.000 false_alarm=0.000 acc_first_half=0.545 acc_second_half=0.727
  [1538/1800] TC: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.727 acc_second_half=0.727
  [1539/1800] TC: d_prime=1.068 hit_rate=0.500 false_alarm=0.143 acc_first_half=0.818 acc_second_half=0.636
